,Finish_x,Color,noterating,Comments,Taste,url,Nose,Category,,Strength,Bottler,District,Vintage,Label,header,Bottled,Bottle code,Distilleries,Price_x,Barcode,Casktype,Bottling serie,Age,Number of bottles,Bottled for,Casknumber,Distillery,Market,Size,Body,overall rating,Finish_y,Price_y,Initial taste,Weighted Rate,Nose - Aroma,Presentation,number of member votes
2367,,,,,,http://www.whiskybase.com/whisky/41363/bowmore-2000-sv,,"Single Malt from Islay, Scotland",,46.0 % Vol.,Signatory Vintage,Islay,28.03.2000,,Bowmore 2000 SV,28.03.2013,,,"61,00$ 81,13 48,80",,Bourbon Barrels,The Un-Chillfiltered Collection for LMdW,13 years old,637,La Maison du Whisky,80095 + 96,Bowmore,France,700 ml,0.00,87.67,0.00,0.00,0.00,0.00,0.00,0.00,3
2368,,,,,,http://www.whiskybase.com/whisky/40362/glenlivet-1988-ca,,"Single Malt from Speyside, Scotland",,53.9 % Vol.,Cadenhead,Speyside,1988,,Glenlivet 1988 CA,02.2013,,,99.95$ 132.93 79.96,,Claret Cask,Wine Cask,24 years old,258,,,Glenlivet,,700 ml,0.00,87.75,0.00,0.00,0.00,0.00,0.00,0.00,6
2369,,,,,,http://www.whiskybase.com/whisky/41523/ledaig-2005-cs,,"Single Malt from Islands, Scotland",,61.9 % Vol.,C&S Dram Collection,Isle of Mull,08.11.2005,,Ledaig 2005 C&S,25.02.2013,,,44.50$ 59.19 35.60,,Hogshead,Dram Collection,07 years old,102,,800056,Tobermory,,700 ml,84.00,82.56,86.00,88.00,88.00,86.20,88.00,82.00,18
2370,,,,,,http://www.whiskybase.com/whisky/46739/bowmore-1997-ca,,"Single Malt from Islay, Scotland",,54.8 % Vol.,Cadenhead,Islay,1997,,Bowmore 1997 CA,10.2013,,,69.00$ 91.77 55.20,,Gaja Barolo,Wine Cask,16 years old,282,,,Bowmore,,700 ml,0.00,87.75,0.00,0.00,0.00,0.00,0.00,0.00,4
2371,,,,,,http://www.whiskybase.com/whisky/45767/bladnoch-1990-dt,,"Single Malt from Lowlands, Scotland",,55.0 % Vol.,Duncan Taylor,Lowlands,1990,,Bladnoch 1990 DT,2013,,,110.00$ 146.30 88.00,,,Dimensions,22 years old,159,,3463,Bladnoch,,700 ml,0.00,84.71,0.00,0.00,0.00,0.00,0.00,0.00,9
2372,,,,,,http://www.whiskybase.com/whisky/53103/ledaig-2001-mos,,"Single Malt from Islands, Scotland",,58.9 % Vol.,Malts of Scotland,Isle of Mull,10.2001,,Ledaig 2001 MoS,10.2013,,,91.50$ 121.70 73.20,,Bourbon Barrel,,12 years old,214,,MoS 13049,Tobermory,,700 ml,0.00,86.20,0.00,0.00,0.00,0.00,0.00,0.00,7
2373,,,,,,http://www.whiskybase.com/whisky/56195/bruichladdich-1990,,"Single Malt from Islay, Scotland",,51.1 % Vol.,Distillery Bottling,Islay,1990,,Bruichladdich 1990,04.06.2014,,,96.00$ 127.68 76.80,,Bourbon cask-enhanced in Premium French Oak,Valinch - 05 Mary McGregor Shop Manager,24 years old,400,,31,Bruichladdich,,500 ml,0.00,93.50,0.00,0.00,0.00,0.00,0.00,0.00,2
2374,,,,,,http://www.whiskybase.com/whisky/45088/karuizawa-1981,,Single Malt from Japan,,60.6 % Vol.,Distillery Bottling,,02.1981,,Karuizawa 1981,2013,,,"750,00$ 997,50 600,00",,Sherry Cask,Geisha labels,31 years old,108,Speciality Drinks Ltd.London.,3555,Karuizawa,,700 ml,0.00,92.17,0.00,0.00,0.00,0.00,0.00,0.00,8
2375,,,,,,http://www.whiskybase.com/whisky/45563/isle-of-jura-1988-smws-3126,,"Single Malt from Islands, Scotland",,53.6 % Vol.,Scotch Malt Whisky Society,Isle of Jura,27.09.1988,,Isle of Jura 1988 SMWS 31.26,2013,,,,,Refill Hogshead,BBQ smoke by a rolling sea,24 years old,262,,31.26,Isle of Jura,,700 ml,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2376,,,,,,http://www.whiskybase.com/whisky/44987/glenfarclas-1957,,"Single Malt from Speyside, Scotland",,46.9 % Vol.,Distillery Bottling,Speyside,1957,,Glenfarclas 1957,2013,,,3352.98$ 4459.46 2682.38,,Sherry Hogshead,The Family Casks,55 years old,148,,2126,Glenfarclas,,700 ml,0.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2377,,,,,,http://www.whiskybase.com/whisky/40751/laphroaig-2000-sam,,"Single Malt from Islay, Scotland",,58.3 % Vol.,Scotland-and-Malts,Islay,2000,,Laphroaig 2000 SaM,2013,,,59.90$ 79.67 47.92,,Bourbon + Sherry Cask Finish,Cask Collection,12 years old,,,9057,Laphroaig,,500 ml,0.00,87.67,0.00,0.00,0.00,0.00,0.00,0.00,3
2378,,,,,,http://www.whiskybase.com/whisky/52077/bladnoch-2001-fdk,,"Single Malt from Lowlands, Scotland",,53.9 % Vol.,Fadandel.dk,Lowlands,24.12.2001,,Bladnoch 2001 F.dk,20.03.2013,,,,,Refill Bourbon Barrel,Peated,11 years old,212,,343,Bladnoch,,700 ml,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2379,,,,,,http://www.whiskybase.com/whisky/54056/laphroaig-1999-ed,,"Single Malt from Islay, Scotland",,56.8 % Vol.,Edition Spirits,,1999,,Laphroaig 1999 ED,2014,,,109.90$ 146.17 87.92,,Refill Butt,The First Editions,14 years old,309,,,Laphroaig,,700 ml,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,5
2380,,,,,,http://www.whiskybase.com/whisky/55962/arran-1996,,"Single Malt from Islands, Scotland",,52.0 % Vol.,Distillery Bottling,Arran,14.02.1996,,Arran 1996,06.06.2014,,,163.00$ 216.79 130.40,,Sherry Hogshead,Limited Edition,18 years old,288,The Arran Malt & Music Festival 2014,1996-092,Arran,,700 ml,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2381,,,,,,http://www.whiskybase.com/whisky/50749/mortlach-1988-smws-76101,,"Single Malt from Speyside, Scotland",,55.7 % Vol.,Scotch Malt Whisky Society,Speyside,12.04.1988,,Mortlach 1988 SMWS 76.101,2013,,,,,Refill ex-bourbon hogshead,Juicy and gum-smacking,24 years old,194,,76.101,Mortlach,,700 ml,0.00,86.50,0.00,0.00,0.00,0.00,0.00,0.00,2
2382,,,,,,http://www.whiskybase.com/whisky/53388/glen-keith-1992-pda,,"Single Malt from Speyside, Scotland",,59.1 % Vol.,Part des Anges,Speyside,1992,,Glen Keith 1992 PDA,2013,,,129.95$ 172.83 103.96,,,Closed Distilleries,21 years old,,,,Glen Keith,,700 ml,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2383,,,,,,http://www.whiskybase.com/whisky/53544/macallan-1994-gm,,Single Malt from Scotland,,43.0 % Vol.,Gordon & MacPhail,Speyside,1994,,Macallan 1994 GM,2014,,,82.28$ 109.43 65.82,,Refill Sherry Hogsheads,Speymalt,20 years old,,,,Macallan,,700 ml,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2384,,,,,,http://www.whiskybase.com/whisky/51650/glen-keith-1996-msa,,"Single Malt from Speyside, Scotland",,46.2 % Vol.,Magni Spirits AB,,1996,,Glen Keith 1996 MSA,2013,,,107.46$ 142.92 85.97,,,Part Nan Angelen,17 years old,2150,,,Glen Keith,,700 ml,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2385,,,,,,http://www.whiskybase.com/whisky/41333/laphroaig-2000-rs,,"Single Malt from Islay, Scotland",,55.2 % Vol.,Riegger's Selection,Islay,19.09.2000,,Laphroaig 2000 RS,19.03.2013,,,59.90$ 79.67 47.92,,Sherry Cask Finish,,12 years old,174,,4121,Laphroaig,,500 ml,0.00,88.50,0.00,0.00,0.00,0.00,0.00,0.00,18
2386,,,,,,http://www.whiskybase.com/whisky/39611/highland-park-1999-smws-4172,,"Single Malt from Islands, Scotland",,60.1 % Vol.,Scotch Malt Whisky Society,Orkney,15.10.1999,,Highland Park 1999 SMWS 4.172,01.2013,,,70.00$ 93.10 56.00,,First-fill ex-Bourbon Barrel,Tangerine trees and marmalade skies,13 years old,235,,4.172,Highland Park,,700 ml,0.00,89.33,0.00,0.00,0.00,0.00,0.00,0.00,3
2387,,,,,,http://www.whiskybase.com/whisky/43240/glenlossie-1992-sv,,"Single Malt from Speyside, Scotland",,46.0 % Vol.,Signatory Vintage,Speyside,18.10.1992,,Glenlossie 1992 SV,17.01.2013,,,53.00$ 70.49 42.40,,Sherry Hogshead,The Un-Chillfiltered Collection,20 years old,378,,3439,Glenlossie,,700 ml,0.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,2
2388,,,,,,http://www.whiskybase.com/whisky/45090/karuizawa-1983,,Single Malt from Japan,,55.8 % Vol.,Distillery Bottling,,1983,,Karuizawa 1983,2013,,,3797.46$ 5050.62 3037.97,,Bourbon Cask,Geisha labels,30 years old,350,Speciality Drinks Ltd. London,8606,Karuizawa,United Kingdom,700 ml,0.00,91.50,0.00,0.00,0.00,0.00,0.00,0.00,10
2389,,,,,,http://www.whiskybase.com/whisky/56871/kilchoman-2011,,"Single Malt from Islay, Scotland",,55.0 % Vol.,Distillery Bottling,Islay,2011,,Kilchoman 2011,2014,,,,,Ex-Ruby Port Casks,Port Cask Matured,,6000,,,Kilchoman,,700 ml,0.00,86.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2390,,,,,,http://www.whiskybase.com/whisky/45602/blair-athol-1991-mbl,,"Single Malt from Highlands, Scotland",,46.0 % Vol.,Meadowside Blending,Central Highlands,08.1991,,Blair Athol 1991 MBl,2013,,,,,,The Maltman,22 years old,,,,Blair Athol,,700 ml,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2391,,,,,,http://www.whiskybase.com/whisky/52219/bunnahabhain-1991-wsm,,"Single Malt from Islay, Scotland",,49.0 % Vol.,Wild Scotsman,Islay,1991,,Bunnahabhain 1991 WSm,2013,,,,,Ex-Bourbon Cask,,22 years old,126,,,Bunnahabhain,,750 ml,0.00,89.50,0.00,0.00,0.00,0.00,0.00,0.00,2
2392,,,,,,http://www.whiskybase.com/whisky/45940/glen-scotia-1991-twa,,"Single Malt from Campbeltown, Scotland",,50.4 % Vol.,The Whisky Agency,Campbeltown,1991,,Glen Scotia 1991 TWA,2013,,,114.00$ 151.62 91.20,,Refill Hogshead,Joint Bottling with The Nectar,22 years old,279,"Spirits in the Sky-Festival, Leuven 2013",,Glen Scotia,,700 ml,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,11
2393,,,,,,http://www.whiskybase.com/whisky/55932/dalmore-2005-smws-1346,,"Single Malt from Highlands, Scotland",,60.2 % Vol.,Scotch Malt Whisky Society,Northern Highlands,12.05.2005,,Dalmore 2005 SMWS 13.46,2014,,,70.00$ 93.10 56.00,,Refill Ex-Bourbon Barrel,Something sweet for a beekeeper,08 years old,235,,13.46,Dalmore,,700 ml,0.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,2
2394,,,,,,http://www.whiskybase.com/whisky/55661/glenrothes-2005-dod,,"Single Malt from Speyside, Scotland",,46.0 % Vol.,Douglas Of Drumlanrig,Speyside,02.2005,,Glenrothes 2005 DoD,02.2014,,,75.00$ 99.75 60.00,,Sherry Butt,Douglas of Drumlanrig,09 years old,329,,LD 10291,Glenrothes,,700 ml,87.00,88.00,89.00,85.00,87.00,87.60,90.00,85.00,1
2395,,,,,,http://www.whiskybase.com/whisky/46264/ledaig-1997-dl,,"Single Malt from Islands, Scotland",,48.4 % Vol.,Douglas Laing,Isle of Mull,03.1997,,Ledaig 1997 DL,20.09.2013,,,69.95$ 93.03 55.96,,Refill Butt,Old Particular,16 years old,885,,DL 10034,Tobermory,,700 ml,81.50,84.59,78.00,79.00,83.00,81.15,81.00,85.50,24
2396,,,,,,http://www.whiskybase.com/whisky/44845/ardmore-1992-taa,,"Single Malt from Highlands, Scotland",,51.3 % Vol.,The Auld Alliance,Eastern Highlands,1992,,Ardmore 1992 TAA,2013,,,167.75$ 223.11 134.20,,ex-Bourbon Barrel,Selection 001,20 years old,218,,,Ardmore,Singapore,700 ml,0.00,91.43,0.00,0.00,0.00,0.00,0.00,0.00,9
2397,,,,,,http://www.whiskybase.com/whisky/45610/kilchoman-2008,,"Single Malt from Islay, Scotland",,60.8 % Vol.,Distillery Bottling,Islay,27.03.2008,Red Label,Kilchoman 2008,14.10.2013,,,89.00$ 118.37 71.20,,Bourbon Cask,Single Cask for Milano Whisky Festival 2013,05 years old,,Milano Whisky Festival 2013,154/2008,Kilchoman,Italy,700 ml,87.00,86.33,87.00,81.50,87.50,86.55,87.50,86.00,5
2398,,,,,,http://www.whiskybase.com/whisky/53361/arran-1998,,"Single Malt from Islands, Scotland",,46.0 % Vol.,Distillery Bottling,Arran,11.06.1998,,Arran 1998,25.10.2013,,,60.00$ 79.80 48.00,,,,15 years old,,Private,621,Arran,,700 ml,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2399,,,,,,http://www.whiskybase.com/whisky/54118/glenfarclas-1989,,"Single Malt from Speyside, Scotland",,46.0 % Vol.,Distillery Bottling,Speyside,1989,,Glenfarclas 1989,2014,L 23 01 14 3 20.44 BB,,99.50$ 132.34 79.60,5018066140030,Sherry Casks,Vintage,,2040,30 years of Glenfarclas & Hanseatische Weinhandelsgesellschaft,,Glenfarclas,Germany,700 ml,90.00,89.53,88.00,92.00,91.00,90.20,91.00,90.00,17
2400,,,,,,http://www.whiskybase.com/whisky/54342/springbank-1996-mbl,,"Single Malt from Campbeltown, Scotland",,50.1 % Vol.,Meadowside Blending,Campbeltown,10.1996,,Springbank 1996 MBl,03.2014,,,112.50$ 149.62 90.00,,1st fill sherry butt,The Maltman,17 years old,577,,585,Springbank,,700 ml,0.00,89.80,0.00,0.00,0.00,0.00,0.00,0.00,7
2401,,,,,,http://www.whiskybase.com/whisky/54707/old-pulteney-15-year-old-gm,,"Single Malt from Highlands, Scotland",,43.0 % Vol.,Gordon & MacPhail,Northern Highlands,,,Old Pulteney 15-year-old GM,04.06.2013,AC/JBJI,,47.90$ 63.71 38.32,5020613042803,,Rare Highland Single Malt,15 years old,,,,Old Pulteney,,700 ml,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2402,,,,,,http://www.whiskybase.com/whisky/53411/blair-athol-1988-sv,,"Single Malt from Highlands, Scotland",,63.3 % Vol.,Signatory Vintage,Central Highlands,21.10.1988,,Blair Athol 1988 SV,14.01.2014,,,109.95$ 146.23 87.96,,,Cask Strength Collection,25 years old,485,Waldhaus am See St.Moritz,6925,Blair Athol,Switzerland,700 ml,0.00,83.14,0.00,0.00,0.00,0.00,0.00,0.00,9
2403,,,,,,http://www.whiskybase.com/whisky/43554/dailuaine-1992-ai,,"Single Malt from Speyside, Scotland",,46.0 % Vol.,Alba Import,Speyside,1992,,Dailuaine 1992 AI,2013,,,65.00$ 86.45 52.00,,Bourbon Barrel,The Speyside Trail,21 years old,,,,Dailuaine,,700 ml,88.00,85.67,90.00,89.00,89.00,88.30,87.00,86.00,5
2404,,,,,,http://www.whiskybase.com/whisky/46243/glenburgie-1992-dl,,"Single Malt from Speyside, Scotland",,51.5 % Vol.,Douglas Laing,Speyside,05.1992,,Glenburgie 1992 DL,23.09.2013,,,84.00$ 111.72 67.20,,Refill Barrel,Old Particular,21 years old,221,,DL 10036,Glenburgie,,700 ml,0.00,88.29,0.00,0.00,0.00,0.00,0.00,0.00,9
2405,,,,,,http://www.whiskybase.com/whisky/45308/bowmore-2000-sv,,"Single Malt from Islay, Scotland",,54.1 % Vol.,Signatory Vintage,Islay,31.05.2000,,Bowmore 2000 SV,18.09.2013,,,75.00$ 99.75 60.00,,Hogshead,Whisky Live 10th edition - anniversary bottling,13 years old,286,,1429,Bowmore,France,700 ml,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,6
2406,,,,,,http://www.whiskybase.com/whisky/56145/glenlivet-1992-smws-287,,"Single Malt from Speyside, Scotland",,51.7 % Vol.,Scotch Malt Whisky Society,Speyside,14.04.1992,,Glenlivet 1992 SMWS 2.87,2014,,,108.00$ 143.64 86.40,,Refill Ex-Bourbon Hogshead,Satisfying as a butcher's blade,21 years old,194,,2.87,Glenlivet,,700 ml,0.00,86.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2407,,,,,,http://www.whiskybase.com/whisky/55300/mortlach-1990-hb,,"Single Malt from Speyside, Scotland",,55.1 % Vol.,Hart Brothers,Speyside,1990,,Mortlach 1990 HB,09.2013,,,170.00$ 226.10 136.00,,Sherry Cask,Finest Collection,23 years old,,,,Mortlach,,700 ml,0.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2408,,,,,,http://www.whiskybase.com/whisky/56823/arran-2001-win,,"Single Malt from Islands, Scotland",,52.3 % Vol.,Whisky Import Nederland,Arran,03.12.2001,,Arran 2001 WIN,02.06.2014,,,74.99$ 99.74 59.99,,1st Fill Sherry Hogshead,First Cask,12 years old,276,,762,Arran,,700 ml,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2409,,,,,,http://www.whiskybase.com/whisky/40924/clynelish-1997-mbl,,"Single Malt from Highlands, Scotland",,46.0 % Vol.,Meadowside Blending,Northern Highlands,07.1997,,Clynelish 1997 MBl,01.2013,,,"59,95$ 79,73 47,96",,Bourbon Cask,The Maltman,15 years old,349,,6899,Clynelish,,700 ml,0.00,86.50,0.00,0.00,0.00,0.00,0.00,0.00,4
2410,,,,,,http://www.whiskybase.com/whisky/40669/littlemill-1991-dl,,"Single Malt from Lowlands, Scotland",,50.0 % Vol.,Douglas Laing,Lowlands,11.1991,,Littlemill 1991 DL,02.2013,,,117.50$ 156.28 94.00,,Hogshead,Old Malt Cask,21 years old,262,,DL 9443,Littlemill,,700 ml,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2411,,,,,,http://www.whiskybase.com/whisky/51003/karuizawa-1999-smws-1325,,Single Malt from Japan,,58.6 % Vol.,Scotch Malt Whisky Society,,25.06.1999,,Karuizawa 1999 SMWS 132.5,2013,,,228.00$ 303.24 182.40,,Refill sherry butt,Sweet and darkly beguiling,14 years old,495,,132.5,Karuizawa,,700 ml,0.00,89.14,0.00,0.00,0.00,0.00,0.00,0.00,9
2412,,,,,,http://www.whiskybase.com/whisky/46030/dalmore-2000-dod,,"Single Malt from Highlands, Scotland",,46.0 % Vol.,Douglas Of Drumlanrig,Northern Highlands,06.2000,,Dalmore 2000 DoD,02.2013,,,55.00$ 73.15 44.00,,Refill Hogshead,,12 years old,179,,LD 9502,Dalmore,,700 ml,0.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2413,,,,,,http://www.whiskybase.com/whisky/44710/karuizawa-1980-pourquoi-faut-il,,Single Malt from Japan,,60.3 % Vol.,Distillery Bottling,,03.1980,,Karuizawa 1980 Pourquoi faut il?,07.2013,,,1388.00$ 1846.04 1110.40,,Sherry Butt,,33 years old,225,La Maison du Whisky,4556,Karuizawa,France,700 ml,0.00,93.29,0.00,0.00,0.00,0.00,0.00,0.00,9
2414,,,,,,http://www.whiskybase.com/whisky/43171/aultmore-1997-cwc,,"Single Malt from Speyside, Scotland",,53.5 % Vol.,Creative Whisky Company,Speyside,15.05.1997,,Aultmore 1997 CWC,2013,,,65.90$ 87.65 52.72,,Fresh American Oak Cask Finish,Exclusive Casks,16 years old,298,,,Aultmore,,700 ml,0.00,80.50,0.00,0.00,0.00,0.00,0.00,0.00,4
2415,,,,,,http://www.whiskybase.com/whisky/50814/aberlour-2000-sg,,"Single Malt from Speyside, Scotland",,57.4 % Vol.,Scotland's Glory,Speyside,2000,,Aberlour 2000 SG,2013,,,,,Bourbon Hogshead,4th Anniversary Bottling,12 years old,48,,,Aberlour,Germany,700 ml,0.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2416,,,,,,http://www.whiskybase.com/whisky/55453/caol-ila-cl6-sms,,"Single Malt from Islay, Scotland",,61.2 % Vol.,Speciality Drinks Ltd,Islay,,,Caol Ila Cl6 SMS,2014,,,72.50$ 96.43 58.00,5060188981107,,Elements of Islay,,,,,Caol Ila,,500 ml,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2417,,,,,,http://www.whiskybase.com/whisky/43186/bowmore-1995-w-f,,"Single Malt from Islay, Scotland",,54.9 % Vol.,Whisky-Fssle,Islay,1995,Duck Label,Bowmore 1995 W-F,2013,,,119.00$ 158.27 95.20,,Sherry Cask,Duck Edition,18 years old,,Malt Monkey,,Bowmore,,700 ml,90.00,90.46,91.00,88.00,91.00,90.10,90.00,89.00,15
2418,,,,,,http://www.whiskybase.com/whisky/46242/glen-keith-1993-mos,,"Single Malt from Speyside, Scotland",,54.7 % Vol.,Malts of Scotland,Speyside,21.09.1993,,Glen Keith 1993 MoS,09.09.2013,,,95.00$ 126.35 76.00,,1st Fill Bourbon Barrel,,19 years old,75,for Der Feinschmecker,FS 5,Glen Keith,,700 ml,0.00,90.50,0.00,0.00,0.00,0.00,0.00,0.00,2
2419,,,,,,http://www.whiskybase.com/whisky/51662/arran-1997-ca,,"Single Malt from Islands, Scotland",,46.0 % Vol.,Cadenhead,Arran,1997,,Arran 1997 CA,12.2013,,,49.95$ 66.43 39.96,,1 Hogshead & 1 Butt,Small Batch,16 years old,792,,,Arran,,700 ml,0.00,82.33,0.00,0.00,0.00,0.00,0.00,0.00,3
2420,,,,,,http://www.whiskybase.com/whisky/44624/caol-ila-1991-ca,,"Single Malt from Islay, Scotland",,53.1 % Vol.,Cadenhead,Islay,1991,,Caol Ila 1991 CA,07.2013,,,89.95$ 119.63 71.96,,Bourbon Hogshead,Authentic Collection,22 years old,252,,728,Caol Ila,,700 ml,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,4
2421,,,,,,http://www.whiskybase.com/whisky/44858/auchentoshan-1998-wy,,"Single Malt from Lowlands, Scotland",,46.0 % Vol.,Wemyss Malts,Lowlands,1998,,Auchentoshan 1998 Wy,2013,,,70.50$ 93.77 56.40,,Barrel,Tarte Au Citron,,342,,,Auchentoshan,,700 ml,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,3
2422,,,,,,http://www.whiskybase.com/whisky/54452/ben-nevis-1996-mbl,,"Single Malt from Highlands, Scotland",,49.3 % Vol.,Meadowside Blending,Western Highlands,09.1996,,Ben Nevis 1996 MBl,01.2014,,,69.75$ 92.77 55.80,,Fino Sherry cask,The Maltman,17 years old,321,,1300,Ben Nevis,,700 ml,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,2
2423,,,,,,http://www.whiskybase.com/whisky/52909/dalmore-1999-dr,,"Single Malt from Highlands, Scotland",,53.8 % Vol.,Dewar Rattray,Northern Highlands,10.12.1999,,Dalmore 1999 DR,20.01.2014,,,57.95$ 77.07 46.36,,Refill Sherry Hogshead,Individual Cask Bottling,14 years old,322,,11939,Dalmore,,700 ml,0.00,86.33,0.00,0.00,0.00,0.00,0.00,0.00,8
2424,,,,,,http://www.whiskybase.com/whisky/45587/glenlivet-1989-mcc,,"Single Malt from Speyside, Scotland",,52.1 % Vol.,Mackillop's Choice,Speyside,06.10.1989,,Glenlivet 1989 McC,01.07.2013,,,199.65$ 265.53 159.72,,,Single Cask,,286,,23105,Glenlivet,,700 ml,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2425,,,,,,http://www.whiskybase.com/whisky/54037/glen-garioch-1990-adf,,"Single Malt from Highlands, Scotland",,49.7 % Vol.,Acla da Fans,Eastern Highlands,1990,,Glen Garioch 1990 AdF,2013,,,80.50$ 107.07 64.40,,Bourbon Hogshead,,23 years old,120,,,Glen Garioch,Switzerland,700 ml,0.00,88.83,0.00,0.00,0.00,0.00,0.00,0.00,8
2426,,,,,,http://www.whiskybase.com/whisky/41366/bunnahabhain-1989-ws,,"Single Malt from Islay, Scotland",,44.1 % Vol.,Whiskysite.nl,Islay,20.10.1989,,Bunnahabhain 1989 WS,07.03.2013,,,85.99$ 114.37 68.79,,Bourbon Barrel,Great Cask Series,23 years old,155,,5706,Bunnahabhain,,700 ml,0.00,85.83,0.00,0.00,0.00,0.00,0.00,0.00,8
2427,,,,,,http://www.whiskybase.com/whisky/43988/tomatin-1999,,"Single Malt from Highlands, Scotland",,51.6 % Vol.,Distillery Bottling,Central Highlands,11.11.1999,,Tomatin 1999,09.07.2013,,,,,Oloroso Sherry Finish,Single Cask,,116,for Taiwan Single Malt Club (T.S.M.C.),32896,Tomatin,,700 ml,0.00,83.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2428,,,,,,http://www.whiskybase.com/whisky/56810/balvenie-15-yo-single-barrel,,"Single Malt from Speyside, Scotland",,47.8 % Vol.,Distillery Bottling,Speyside,11.01.1999,,Balvenie 15 yo Single Barrel,04.03.2014,,,55.90$ 74.35 44.72,5010327505510,Traditional Oak Cask,,15 years old,350,,282,Balvenie,,700 ml,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2429,,,,,,http://www.whiskybase.com/whisky/40895/linkwood-1998-vw,,"Single Malt from Speyside, Scotland",,46.0 % Vol.,van Wees,Speyside,05.11.1998,,Linkwood 1998 vW,11.01.2013,,,57.50$ 76.48 46.00,5021944083060,Bourbon Barrel,The Ultimate,14 years old,237,,11776,Linkwood,,700 ml,0.00,84.67,0.00,0.00,0.00,0.00,0.00,0.00,3
2430,,,,,,http://www.whiskybase.com/whisky/54230/caol-ila-1984-gm,,"Single Malt from Islay, Scotland",,46.0 % Vol.,Gordon & MacPhail,Islay,03.05.1984,,Caol Ila 1984 GM,02.2014,,,189.50$ 252.04 151.60,,Refill Sherry Hogshead,Reserve,29 years old,276,Germany,3125,Caol Ila,Germany,700 ml,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,2
2431,,,,,,http://www.whiskybase.com/whisky/53038/glenfarclas-1991,,"Single Malt from Speyside, Scotland",,53.8 % Vol.,Distillery Bottling,Speyside,19.06.1991,,Glenfarclas 1991,03.2014,,,243.84$ 324.31 195.07,,sherry,The Family Casks,22 years old,604,The Whisky Shop - Dufftown,5691,Glenfarclas,,700 ml,0.00,89.75,0.00,0.00,0.00,0.00,0.00,0.00,6
2432,,,,,,http://www.whiskybase.com/whisky/52672/ardmore-2008-vw,,"Single Malt from Highlands, Scotland",,46.0 % Vol.,van Wees,Eastern Highlands,24.06.2008,,Ardmore 2008 vW,10.02.2014,,,28.50$ 37.91 22.80,,Bourbon Barrel,The Ultimate,05 years old,349,,800050,Ardmore,,700 ml,0.00,82.67,0.00,0.00,0.00,0.00,0.00,0.00,3
2433,,,,,,http://www.whiskybase.com/whisky/51413/bowmore-1997,,"Single Malt from Islay, Scotland",,54.1 % Vol.,Distillery Bottling,Islay,05.03.1997,,Bowmore 1997,2014,,,299.00$ 397.67 239.20,,Bourbon,Hand-Filled,,,,,Bowmore,,700 ml,90.00,91.00,91.00,89.00,90.00,90.20,91.00,89.00,4
2434,,,,,,http://www.whiskybase.com/whisky/44196/bunnahabhain-1986-dt,,"Single Malt from Islay, Scotland",,53.8 % Vol.,Duncan Taylor,Islay,1986,,Bunnahabhain 1986 DT,2013,,,185.00$ 246.05 148.00,,Oak Cask,The Octave,,,,382915,Bunnahabhain,,700 ml,0.00,86.00,0.00,0.00,0.00,0.00,0.00,0.00,1
2435,,,,,,http://www.whiskybase.com/whisky/50933/aberlour-1988-dl,,"Single Malt from Speyside, Scotland",,52.3 % Vol.,Douglas Laing,Speyside,05.1988,,Aberlour 1988 DL,11.2013,,,132.82$ 176.65 106.26,,Refill Hogshead,Old Malt Cask - 15th Anniversary,25 years old,234,,,Aberlour,,700 ml,0.00,86.25,0.00,0.00,0.00,0.00,0.00,0.00,4
